name,short_name,vendor,format,is_instrument,primary_category_v10_6,categories_v10_6,instrument_type_v10_6,confidence_v10,needs_review_v10,primary_category_v11,categories_v11,instrument_type_v11,confidence_v11,needs_review_v11,web_verified_v11,notes_v11,idx,ident,primary_category_v6,categories_v6,primary_category_v10,categories_v10,use_cases_v10,rationale_v10,notes_v10,instrument_type_v1,instrument_tags_v1,instrument_confidence_v1,instrument_reason_v1,primary_category_v10_5,categories_v10_5,primary_category_v10_5_norm,categories_v10_5_norm_list,instrument_type_v2,instrument_tags_v2,instrument_confidence_v2,instrument_reason_v2,instrument_tags_v10_6,instrument_confidence_v10_6,instrument_reason_v10_6,needs_review,mismatch_score,web_verified_bool,__cluster,verified_integrity_v11,integrity_issues_v11,verified_auto_strict_v11,verified_auto_strict_reason_v11,verified_v11,verified_v11_level
JS: Apple 2-Pole Lowpass Filter,Apple 2-Pole Lowpass Filter,,JS,False,Filter/Lowpass,FX/Filter; Filter/Lowpass,,high,False,Filter/Lowpass,FX/Filter;Filter/Lowpass,,high,False,False,,1398,Liteon/applefilter12db,EQ/Filter,EQ/Filter,Filter/Lowpass,FX/Filter;Filter/Lowpass,Bus/FX;IDM/SoundDesign,filter subtype keyword,,,,,,Filter/Lowpass,FX/Filter;Filter/Lowpass,Filter/Lowpass,"['FX/Filter', 'Filter/Lowpass']",,,,,,,,False,0.9,False,novendor|js: apple 2-pole lowpass filter,True,,True,name/format heuristic,True,auto_strict
JS: Apple 12-Pole Filter,Apple 12-Pole Filter,,JS,False,Filter/Lowpass,FX/Filter; Filter/Lowpass,,high,False,Filter/Lowpass,FX/Filter;Filter/Lowpass,,high,False,False,,1399,Liteon/applefilter72db,EQ/Filter,EQ/Filter,Filter/Lowpass,Filter/Lowpass;FX/Filter,SoundDesign;FXBus;Bus/Tracks,verified: low-pass filter,,,,,,Filter/Lowpass,Filter/Lowpass;FX/Filter,Filter/Lowpass,"['Filter/Lowpass', 'FX/Filter']",,,,,,,,False,0.9,False,novendor|js: apple 12-pole filter,True,,True,name/format heuristic,True,auto_strict
JS: Bass Manager/Booster,Bass Manager/Booster,Cockos JS/JSFX,JS,False,Utility/Other,Utility/Other,,high,False,Utility/BassMono,Utility/BassMono;Utility/Other;Utility/MonoMaker;EQ/LowEnd,,high,False,True,Mapped JSFX by name pattern. Bass Manager/Booster verified by REAPER JSFX docs.,1400,Liteon/bassmanager,Spatial/Imaging,Spatial/Imaging; EQ/Filter,Utility/Other,Utility/Other,,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,,,,,Utility/Other,Utility/Other,Utility/Other,['Utility/Other'],,,,,,,,False,0.0,True,cockos js/jsfx|bass manager/booster,True,,False,web,True,web
JS: Butterworth 4-Pole Filter,Butterworth 4-Pole Filter,,JS,False,Filter/Lowpass,FX/Filter; Filter/Lowpass,,high,False,Filter/Lowpass,FX/Filter;Filter/Lowpass,,high,False,False,,1401,Liteon/butterworth24db,EQ/Filter,EQ/Filter,Filter/Lowpass,Filter/Lowpass;FX/Filter,SoundDesign;FXBus;Bus/Tracks,verified: low-pass filter,,,,,,Filter/Lowpass,Filter/Lowpass;FX/Filter,Filter/Lowpass,"['Filter/Lowpass', 'FX/Filter']",,,,,,,,False,0.9,False,novendor|js: butterworth 4-pole filter,True,,True,name/format heuristic,True,auto_strict
JS: Chebyshev 4-Pole Filter,Chebyshev 4-Pole Filter,,JS,False,Filter/Lowpass,FX/Filter; Filter/Lowpass,,high,False,Filter/Lowpass,FX/Filter;Filter/Lowpass,,high,False,False,,1402,Liteon/cheby24db,EQ/Filter,EQ/Filter,Filter/Lowpass,Filter/Lowpass;FX/Filter,SoundDesign;FXBus;Bus/Tracks,verified: low-pass filter,,,,,,Filter/Lowpass,Filter/Lowpass;FX/Filter,Filter/Lowpass,"['Filter/Lowpass', 'FX/Filter']",,,,,,,,False,0.9,False,novendor|js: chebyshev 4-pole filter,True,,True,name/format heuristic,True,auto_strict
JS: De-esser,De-esser,,JS,False,Dynamics/DeEsser,Dynamics/DeEsser,,high,False,Dynamics/DeEsser,Dynamics/DeEsser,,high,False,True,BLOCK27 verified: De-esser JSFX (built-in) described in JSFX.pdf and discussed as built-in.,1403,Liteon/deesser,Dynamics,Dynamics,Dynamics/DeEsser,Dynamics/DeEsser,,deesser keyword,,,,,,Dynamics/DeEsser,Dynamics/DeEsser,Dynamics/DeEsser,['Dynamics/DeEsser'],,,,,,,,False,1.0,False,novendor|js: de-esser,True,,False,web,True,web
JS: Lorenz Attractor,Lorenz Attractor,,JS,False,Utility/Routing,Utility/Routing,,high,False,Utility/Routing,Utility/Routing,,high,False,False,,1404,Liteon/lorenzattractor,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,v6 utility,,,,,,Utility/Routing,Utility/Routing,Utility/Routing,['Utility/Routing'],,,,,,,,False,0.0,False,novendor|js: lorenz attractor,True,,True,name/format heuristic,True,auto_strict
JS: Moog 4-Pole Filter,Moog 4-Pole Filter,,JS,False,Filter/Lowpass,FX/Filter; Filter/Lowpass,,high,False,Filter/Lowpass,FX/Filter;Filter/Lowpass,,high,False,False,,1405,Liteon/moog24db,EQ/Filter,EQ/Filter,Filter/Lowpass,Filter/Lowpass;FX/Filter,SoundDesign;FXBus;Bus/Tracks,verified: ladder low-pass filter,,,,,,Filter/Lowpass,Filter/Lowpass;FX/Filter,Filter/Lowpass,"['Filter/Lowpass', 'FX/Filter']",,,,,,,,False,0.9,False,novendor|js: moog 4-pole filter,True,,True,name/format heuristic,True,auto_strict
JS: Non-Linear Processor,Non-Linear Processor,Cockos JS/JSFX,JS,False,Utility/Other,Utility/Other,,high,False,Distortion/Nonlinear,Distortion/Nonlinear;Utility/Other;Distortion;Waveshaper,,high,False,False,Mapped JSFX by name pattern.,1406,Liteon/nonlinear,Saturation/Distortion,Saturation/Distortion,Utility/Other,Utility/Other,Bus/Coloring;Bus/FX,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,,,,,Utility/Other,Utility/Other,Utility/Other,['Utility/Other'],,,,,,,,False,0.0,False,cockos js/jsfx|non-linear processor,True,,True,name/format heuristic,True,auto_strict
JS: NP1136 Peak Limiter,NP1136 Peak Limiter,,JS,False,Dynamics/Limiter,Dynamics/Limiter; Mastering/Limiter,,high,False,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter,,high,False,False,,1407,Liteon/np1136peaklimiter,Limiter/Clipper,Dynamics; Limiter/Clipper,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter,Bus/Master,limiter keyword,,,,,,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter,Dynamics/Limiter,"['Dynamics/Limiter', 'Mastering/Limiter']",,,,,,,,False,0.0,False,novendor|js: np1136 peak limiter,True,,True,lim_kw,True,auto_strict
JS: Pink Noise Generator,Pink Noise Generator,Cockos JS/JSFX,JS,False,Utility/Other,Utility/Other,,high,False,Analysis/Generator_Noise,Analysis/Generator_Noise;Utility/Other;Generator/Noise,,high,False,False,Mapped JSFX by name pattern.,1408,Liteon/pinknoisegen,Noise/Generator,Noise/Generator,Utility/Other,Utility/Other,,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,,,,,Utility/Other,Utility/Other,Utility/Other,['Utility/Other'],,,,,,,,False,1.0,False,cockos js/jsfx|pink noise generator,True,,True,keyword: noise generator,True,auto_strict
JS: Presence EQ,Presence EQ,,JS,False,EQ/Parametric,EQ/Parametric; FX/EQ,,high,False,EQ/Parametric,EQ/Parametric;FX/EQ,,high,False,False,,1409,Liteon/presenceeq,EQ/Filter,EQ/Filter,EQ/Parametric,EQ/Parametric;FX/EQ,Bus/Groups;Bus/Tracks,eq keyword,,,,,,EQ/Parametric,EQ/Parametric;FX/EQ,EQ/Parametric,"['EQ/Parametric', 'FX/EQ']",,,,,,,,False,0.0,False,novendor|js: presence eq,True,,True,eq_kw,True,auto_strict
JS: MDA Pseudo-Stereo,MDA Pseudo-Stereo,Cockos JS/JSFX,JS,False,Spatial/Stereo_Tools,Spatial/Stereo_Tools; Utility/Other,,high,False,Spatial/Stereo_Tools,Spatial/Stereo_Tools;Utility/Other,,high,False,False,,1410,Liteon/pseudostereo,Spatial/Imaging,Spatial/Imaging,Utility/Other,Utility/Other,,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,,,,,Utility/Other,Utility/Other,Utility/Other,['Utility/Other'],,,,,,,,False,0.0,False,cockos js/jsfx|mda pseudo-stereo,True,,True,name/format heuristic,True,auto_strict
JS: RBJ Stereo Image Filter,RBJ Stereo Image Filter,,JS,False,Spatial/Imaging,FX/Spatial; Spatial/Imaging,,high,False,Spatial/StereoImaging,Spatial/StereoImaging;FX/Spatial;Spatial/Imaging,,high,False,True,[patch:IFLS_v11_6_DAY23_BLOCK23_PATCH_20260130_210510.zip]https://www.keithhaydon.com/Reaper/JSFX.pdf | Stereo image filter / collapse band to mono.,1411,Liteon/rbjstereofilter12db,EQ/Filter,EQ/Filter; Spatial/Imaging,Spatial/Imaging,Spatial/Imaging;FX/Spatial,Bus/Groups;Mastering,verified: stereo imaging filter,,,,,,Spatial/Imaging,Spatial/Imaging;FX/Spatial,Spatial/Imaging,"['Spatial/Imaging', 'FX/Spatial']",,,,,,,,False,0.9,False,novendor|js: rbj stereo image filter,True,,False,web,True,web
JS: Ring Modulator,Ring Modulator,,JS,False,Modulation/RingMod,FX/Modulation; Modulation/RingMod,,high,False,Modulation/RingMod,FX/Modulation;Modulation/RingMod,,high,False,False,,1412,Liteon/ringmodulator,Modulation,Modulation,Modulation/RingMod,FX/Modulation;Modulation/RingMod,Bus/FX;IDM/SoundDesign,v6 modulation,,,,,,Modulation/RingMod,FX/Modulation;Modulation/RingMod,Modulation/RingMod,"['FX/Modulation', 'Modulation/RingMod']",,,,,,,,False,0.0,False,novendor|js: ring modulator,True,,True,name/format heuristic,True,auto_strict
JS: Shelving Filter,Shelving Filter,,JS,False,EQ/Shelving,EQ/Shelving; FX/EQ,,high,False,EQ/Shelving,EQ/Shelving;FX/EQ,,high,False,False,,1413,Liteon/shelvingfilter,EQ/Filter,EQ/Filter,EQ/Shelving,EQ/Shelving;FX/EQ,Bus/Tracks;Bus/Groups;Mastering,verified: shelving EQ,,,,,,EQ/Shelving,EQ/Shelving;FX/EQ,EQ/Shelving,"['EQ/Shelving', 'FX/EQ']",,,,,,,,False,0.0,False,novendor|js: shelving filter,True,,True,name/format heuristic,True,auto_strict
JS: Simple 1-Pole Filter,Simple 1-Pole Filter,,JS,False,Filter/Multimode,FX/Filter; Filter/Multimode,,high,False,Filter/Multimode,FX/Filter;Filter/Multimode,,high,False,False,,1414,Liteon/simplelp6db,EQ/Filter,EQ/Filter,Filter/Multimode,Filter/Multimode;FX/Filter,SoundDesign;FXBus;Bus/Tracks,verified: simple filter,,,,,,Filter/Multimode,Filter/Multimode;FX/Filter,Filter/Multimode,"['Filter/Multimode', 'FX/Filter']",,,,,,,,False,0.9,False,novendor|js: simple 1-pole filter,True,,True,name/format heuristic,True,auto_strict
JS: State Variable Morphing Filter,State Variable Morphing Filter,,JS,False,Filter/Multimode,FX/Filter; Filter/Bandpass; Filter/Multimode,,high,False,Filter/Multimode,FX/Filter;Filter/Bandpass;Filter/Multimode,,high,False,False,,1415,Liteon/statevariable,EQ/Filter,EQ/Filter,Filter/Multimode,Filter/Multimode;FX/Filter;Filter/Bandpass,SoundDesign;FXBus;Bus/Tracks,verified: SVF multimode filter,,,,,,Filter/Multimode,Filter/Multimode;FX/Filter;Filter/Bandpass,Filter/Multimode,"['Filter/Multimode', 'FX/Filter', 'Filter/Bandpass']",,,,,,,,False,0.9,False,novendor|js: state variable morphing filter,True,,True,name/format heuristic,True,auto_strict
JS: Tilt Equalizer,Tilt Equalizer,,JS,False,EQ/Parametric,EQ/Parametric; FX/EQ,,high,False,EQ/Parametric,EQ/Parametric;FX/EQ,,high,False,False,,1416,Liteon/tilteq,EQ/Filter,EQ/Filter,EQ/Parametric,EQ/Parametric;FX/EQ,Bus/Groups;Bus/Tracks,eq keyword,,,,,,EQ/Parametric,EQ/Parametric;FX/EQ,EQ/Parametric,"['EQ/Parametric', 'FX/EQ']",,,,,,,,False,0.0,False,novendor|js: tilt equalizer,True,,True,eq_kw,True,auto_strict
JS: VU Meter,VU Meter,,JS,False,Analysis/Metering,Analysis/Metering,,high,False,Analysis/Metering,Analysis/Metering,,high,False,False,,1417,Liteon/vumetergfx,Metering/Analysis,Metering/Analysis,Analysis/Metering,Analysis/Metering,Utility/Analysis,v6 metering,,,,,,Analysis/Metering,Analysis/Metering,Analysis/Metering,['Analysis/Metering'],,,,,,,,False,0.0,False,novendor|js: vu meter,True,,True,analysis_kw,True,auto_strict
JS: VU Meter (Summed),VU Meter,Summed,JS,False,Analysis/Metering,Analysis/Metering,,high,False,Analysis/Metering,Analysis/Metering,,high,False,False,,1418,Liteon/vumetergfxsum,Metering/Analysis,Metering/Analysis,Analysis/Metering,Analysis/Metering,Utility/Analysis,v6 metering,,,,,,Analysis/Metering,Analysis/Metering,Analysis/Metering,['Analysis/Metering'],,,,,,,,False,0.0,False,summed|vu meter,True,,True,analysis_kw,True,auto_strict
JS: Multi Waveshaper,Multi Waveshaper,,JS,False,Distortion/Waveshaper,Distortion/Waveshaper; FX/Distortion,,high,False,Distortion/Waveshaper,Distortion/Waveshaper;FX/Distortion,,high,False,False,,1419,Liteon/waveshapermulti,Saturation/Distortion,Saturation/Distortion,Distortion/Waveshaper,Distortion/Waveshaper;FX/Distortion,Bus/Coloring;Bus/FX,v6 sat/dist,,,,,,Distortion/Waveshaper,Distortion/Waveshaper;FX/Distortion,Distortion/Waveshaper,"['Distortion/Waveshaper', 'FX/Distortion']",,,,,,,,False,0.0,False,novendor|js: multi waveshaper,True,,True,name/format heuristic,True,auto_strict
JS: Auto Looper,Auto Looper,,JS,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,TimeFX/Looper,TimeFX/Looper;MIDI/Sequencing,,high,False,True,[webverify:block_next]Auto Looper is looping effect | sources:turn1search4 turn1search3,1420,loopsamplers/autoloop,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,,v6 midi,,,,,,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,['MIDI/Sequencing'],,,,,,,,False,0.0,False,novendor|js: auto looper,True,,False,web,True,web
JS: Granular Loop Sampler,Granular Loop Sampler,Cockos JS/JSFX,JS,True,Instrument/Sampler/General,Instrument; Instrument/Sampler/General; InstrumentTag/sampler; Sampler; Utility/Other,Instrument/Sampler/General,high,False,Instrument/Sampler/General,Instrument;Instrument/Sampler/General;InstrumentTag/sampler;Sampler;Utility/Other,Instrument/Sampler/General,high,False,False,,1421,loopsamplers/loopsampler-granul,Instruments,Instruments,Utility/Other,Utility/Other,Bus/Tracks;Instrument,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,Instrument/Sampler,Instrument;Sampler,high,Keywords indicate sampler/sfz/RS5k/sample player.,Instrument/Sampler,Instrument;Sampler;Utility/Other,Instrument/Sampler,"['Instrument', 'Sampler', 'Utility/Other']",Instrument/Sampler/General,sampler,medium,Name indicates a sampler or sample player.,sampler,medium,Refined instrument type from v10.5 using name/vendor rules: Instrument/Sampler → Instrument/Sampler/General.,False,1.8,False,cockos js/jsfx|granular loop sampler,True,,True,keyword: sampler jsfx,True,auto_strict
JS: Loop Sampler,Loop Sampler,Cockos JS/JSFX,JS,True,Instrument/Sampler/General,Instrument; Instrument/Sampler/General; InstrumentTag/sampler; Sampler; Utility/Other,Instrument/Sampler/General,high,False,TimeFX/Looper,TimeFX/Looper;Instrument;Instrument/Sampler/General;InstrumentTag/sampler;Sampler;Utility/Other,Instrument/Sampler/General,high,False,True,[webverify:block_next]Cockos Loop Sampler is processing/sampler -> looper | sources:turn1search4 turn1search3,1422,loopsamplers/loopsampler-m2,Instruments,Instruments,Utility/Other,Utility/Other,Bus/Tracks;Instrument,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,Instrument/Sampler,Instrument;Sampler,high,Keywords indicate sampler/sfz/RS5k/sample player.,Instrument/Sampler,Instrument;Sampler;Utility/Other,Instrument/Sampler,"['Instrument', 'Sampler', 'Utility/Other']",Instrument/Sampler/General,sampler,medium,Name indicates a sampler or sample player.,sampler,medium,Refined instrument type from v10.5 using name/vendor rules: Instrument/Sampler → Instrument/Sampler/General.,False,0.8,False,cockos js/jsfx|loop sampler,True,,False,web,True,web
JS: Loop Sampler w/MIDI Triggers,Loop Sampler w/MIDI Triggers,Cockos JS/JSFX,JS,True,Instrument/Sampler/General,Instrument; Instrument/Sampler/General; InstrumentTag/sampler; Sampler; Utility/Other,Instrument/Sampler/General,high,False,Instrument/Sampler/General,Instrument;Instrument/Sampler/General;InstrumentTag/sampler;Sampler;Utility/Other,Instrument/Sampler/General,high,False,False,,1423,loopsamplers/loopsampler-m2-midi,Instruments,Instruments,Utility/Other,Utility/Other,Bus/Tracks;Instrument,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,Instrument/Sampler,Instrument;Sampler,high,Keywords indicate sampler/sfz/RS5k/sample player.,Instrument/Sampler,Instrument;Sampler;Utility/Other,Instrument/Sampler,"['Instrument', 'Sampler', 'Utility/Other']",Instrument/Sampler/General,sampler,medium,Name indicates a sampler or sample player.,sampler,medium,Refined instrument type from v10.5 using name/vendor rules: Instrument/Sampler → Instrument/Sampler/General.,False,1.8,False,cockos js/jsfx|loop sampler w/midi triggers,True,,True,keyword: sampler jsfx,True,auto_strict
JS: Super8 MIDI-controlled synchronized looper (Cockos),Super8 MIDI-controlled synchronized looper,Cockos,JS,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,TimeFX/Looper,TimeFX/Looper;MIDI/Sequencing,,high,False,True,[webverify:block_next]Super8 is MIDI-controlled synchronized looper | sources:turn4search3,1424,loopsamplers/super8,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,,v6 midi,,,,,,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,['MIDI/Sequencing'],,,,,,,,False,0.0,False,cockos|super8 midi-controlled synchronized looper,True,,False,web,True,web
JS: 3-Band EQ,3-Band EQ,,JS,False,EQ/Parametric,EQ/Parametric; FX/EQ,,high,False,EQ/Parametric,EQ/Parametric;FX/EQ,,high,False,False,,1425,loser/3BandEQ,EQ/Filter,EQ/Filter,EQ/Parametric,EQ/Parametric;FX/EQ,Bus/Groups;Bus/Tracks,eq keyword,,,,,,EQ/Parametric,EQ/Parametric;FX/EQ,EQ/Parametric,"['EQ/Parametric', 'FX/EQ']",,,,,,,,False,0.0,False,novendor|js: 3-band eq,True,,True,eq_kw,True,auto_strict
JS: 3-Band Joiner,3-Band Joiner,,JS,False,Utility/Routing,Utility/Routing,,high,False,Utility/Routing,Utility/Routing,,high,False,False,,1426,loser/3BandJoiner,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,v6 utility,,,,,,Utility/Routing,Utility/Routing,Utility/Routing,['Utility/Routing'],,,,,,,,False,0.0,False,novendor|js: 3-band joiner,True,,True,name/format heuristic,True,auto_strict
JS: 3-Band Splitter,3-Band Splitter,,JS,False,Utility/Routing,Utility/Routing,,high,False,Utility/Routing,Utility/Routing,,high,False,False,,1427,loser/3BandSplitter,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,v6 utility,,,,,,Utility/Routing,Utility/Routing,Utility/Routing,['Utility/Routing'],,,,,,,,False,0.0,False,novendor|js: 3-band splitter,True,,True,name/format heuristic,True,auto_strict
JS: 4-Band EQ,4-Band EQ,,JS,False,EQ/Parametric,EQ/Parametric; FX/EQ,,high,False,EQ/Parametric,EQ/Parametric;FX/EQ,,high,False,False,,1428,loser/4BandEQ,EQ/Filter,EQ/Filter,EQ/Parametric,EQ/Parametric;FX/EQ,Bus/Groups;Bus/Tracks,eq keyword,,,,,,EQ/Parametric,EQ/Parametric;FX/EQ,EQ/Parametric,"['EQ/Parametric', 'FX/EQ']",,,,,,,,False,0.0,False,novendor|js: 4-band eq,True,,True,eq_kw,True,auto_strict
JS: 4-Band Joiner,4-Band Joiner,,JS,False,Utility/Routing,Utility/Routing,,high,False,Utility/Routing,Utility/Routing,,high,False,False,,1429,loser/4BandJoiner,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,v6 utility,,,,,,Utility/Routing,Utility/Routing,Utility/Routing,['Utility/Routing'],,,,,,,,False,0.0,False,novendor|js: 4-band joiner,True,,True,name/format heuristic,True,auto_strict
JS: 4-Band Splitter,4-Band Splitter,,JS,False,Utility/Routing,Utility/Routing,,high,False,Utility/Routing,Utility/Routing,,high,False,False,,1430,loser/4BandSplitter,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,v6 utility,,,,,,Utility/Routing,Utility/Routing,Utility/Routing,['Utility/Routing'],,,,,,,,False,0.0,False,novendor|js: 4-band splitter,True,,True,name/format heuristic,True,auto_strict
JS: 50 Hz Kicker,50 Hz Kicker,Cockos JS/JSFX,JS,False,Utility/Other,Utility/Other,,high,False,Utility/DrumTools,Utility/DrumTools;Utility/Other;Instrument/DrumSynth;Kick,,high,False,True,Mapped JSFX by name pattern.; [patch:IFLS_v11_6_DAY24_BLOCK24_PATCH_20260130_211502.zip]turn2search0 | kick enforcer/enhancer,1431,loser/50HzKicker,Noise/Generator,Noise/Generator,Utility/Other,Utility/Other,,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,,,,,Utility/Other,Utility/Other,Utility/Other,['Utility/Other'],,,,,,,,False,3.0,False,cockos js/jsfx|50 hz kicker,True,,False,web,True,web
JS: 5-Band Joiner,5-Band Joiner,,JS,False,Utility/Routing,Utility/Routing,,high,False,Utility/Routing,Utility/Routing,,high,False,False,,1432,loser/5BandJoiner,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,v6 utility,,,,,,Utility/Routing,Utility/Routing,Utility/Routing,['Utility/Routing'],,,,,,,,False,0.0,False,novendor|js: 5-band joiner,True,,True,name/format heuristic,True,auto_strict
JS: 5-Band Splitter,5-Band Splitter,,JS,False,Utility/Routing,Utility/Routing,,high,False,Utility/Routing,Utility/Routing,,high,False,False,,1433,loser/5BandSplitter,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,v6 utility,,,,,,Utility/Routing,Utility/Routing,Utility/Routing,['Utility/Routing'],,,,,,,,False,0.0,False,novendor|js: 5-band splitter,True,,True,name/format heuristic,True,auto_strict
JS: Amplitude Modulator,Amplitude Modulator,Cockos JS/JSFX,JS,False,Amp/CabSim,Amp/CabSim; Utility/Other,,high,False,Amp/CabSim,Amp/CabSim;Utility/Other,,high,False,False,,1434,loser/amplitudeModulator,Utility/Routing,Utility/Routing,Utility/Other,Utility/Other,Bus/Tracks;Instrument,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,,,,,Utility/Other,Utility/Other,Utility/Other,['Utility/Other'],,,,,,,,False,0.8,False,cockos js/jsfx|amplitude modulator,True,,True,name/format heuristic,True,auto_strict
JS: Center Canceler,Center Canceler,Cockos JS/JSFX,JS,False,Utility/Other,Utility/Other,,high,False,Spatial/MidSide,Utility/Other;Spatial/MidSide,,high,False,False,Mapped JSFX by name pattern.,1435,loser/CenterCanceler,Spatial/Imaging,Spatial/Imaging,Utility/Other,Utility/Other,,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,,,,,Utility/Other,Utility/Other,Utility/Other,['Utility/Other'],,,,,,,,False,0.0,False,cockos js/jsfx|center canceler,True,,True,name/format heuristic,True,auto_strict
JS: Compciter,Compciter,,JS,False,Utility/Routing,Utility/Routing,,high,False,Utility/Routing,Utility/Routing,,high,False,False,,1436,loser/Compciter,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,v6 utility,,,,,,Utility/Routing,Utility/Routing,Utility/Routing,['Utility/Routing'],,,,,,,,False,1.2,False,novendor|js: compciter,True,,True,name/format heuristic,True,auto_strict
JS: Digital Drum Compressor,Digital Drum Compressor,Cockos JS/JSFX,JS,False,Instrument/Drums/DrumSynth,Drums; Dynamics/Compressor; Instrument; Instrument/Drums/DrumSynth; InstrumentTag/drums; InstrumentTag/synth; Synth; Utility/Other,Instrument/Drums/DrumSynth,high,False,Dynamics/Compressor,Drums;Dynamics/Compressor;Instrument;Instrument/Drums/DrumSynth;InstrumentTag/drums;InstrumentTag/synth;Synth;Utility/Other,,high,False,True,[patch:IFLS_v11_6_DAY24_BLOCK24_PATCH_20260130_211502.zip]turn1search3 | drum compressor,1437,loser/DDC,Instruments,Instruments,Dynamics/Compressor,Dynamics/Compressor;Utility/Other,Bus/Groups;Bus/Tracks,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,Instrument/Drums/DrumMachineOrSynth,Instrument;Drums;Synth,medium,Keywords indicate drum machine/drum synth.,Instrument/Drums/DrumMachineOrSynth,Drums;Dynamics/Compressor;Instrument;Synth;Utility/Other,Instrument/Drums/DrumMachineOrSynth,"['Drums', 'Dynamics/Compressor', 'Instrument', 'Synth', 'Utility/Other']",Instrument/Drums/DrumSynth,drums;synth,medium,Name indicates a drum synth.,drums;synth,medium,Refined instrument type from v10.5 using name/vendor rules: Instrument/Drums/DrumMachineOrSynth → Instrument/Drums/DrumSynth.,False,1.2,False,cockos js/jsfx|digital drum compressor,True,,False,web,True,web
JS: Digital Versatile Compressor v2,Digital Versatile Compressor v2,Cockos JS/JSFX,JS,False,Dynamics/Compressor,Dynamics/Compressor; Utility/Other,,high,False,Dynamics/Compressor,Dynamics/Compressor;Utility/Other,,high,False,False,,1438,loser/DVC2JS,Dynamics,Dynamics,Dynamics/Compressor,Dynamics/Compressor;Utility/Other,Bus/Groups;Bus/Tracks,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,,,,,Dynamics/Compressor,Dynamics/Compressor;Utility/Other,Dynamics/Compressor,"['Dynamics/Compressor', 'Utility/Other']",,,,,,,,False,0.0,False,cockos js/jsfx|digital versatile compressor v2,True,,True,comp_kw,True,auto_strict
JS: Digital Versatile Compressor,Digital Versatile Compressor,Cockos JS/JSFX,JS,False,Dynamics/Compressor,Dynamics/Compressor; Utility/Other,,high,False,Dynamics/Compressor,Dynamics/Compressor;Utility/Other,,high,False,False,,1439,loser/DVCJS,Dynamics,Dynamics,Dynamics/Compressor,Dynamics/Compressor;Utility/Other,Bus/Groups;Bus/Tracks,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,,,,,Dynamics/Compressor,Dynamics/Compressor;Utility/Other,Dynamics/Compressor,"['Dynamics/Compressor', 'Utility/Other']",,,,,,,,False,0.0,False,cockos js/jsfx|digital versatile compressor,True,,True,comp_kw,True,auto_strict
JS: Exciter,Exciter,,JS,False,Saturation/Exciter,FX/Distortion; FX/Saturation; Saturation/Exciter,,high,False,Saturation/Exciter,FX/Distortion;FX/Saturation;Saturation/Exciter,,high,False,False,,1440,loser/Exciter,Saturation/Distortion,Saturation/Distortion,Saturation/Exciter,FX/Distortion;FX/Saturation;Saturation/Exciter,Bus/Coloring;Bus/FX,v6 sat/dist,,,,,,Saturation/Exciter,FX/Distortion;FX/Saturation;Saturation/Exciter,Saturation/Exciter,"['FX/Distortion', 'FX/Saturation', 'Saturation/Exciter']",,,,,,,,False,0.0,False,novendor|js: exciter,True,,True,name/format heuristic,True,auto_strict
