idx,name,short_name,vendor,format,format_inferred,format_mismatch,multi_family_group,preferred_family,is_preferred_family,ident,ident_norm,ident_has_contents,ident_is_normalized,primary_category_v11,verified_v11,web_verified_v11,verified_auto_strict_v11
1285,VST3i: Virt Vereor (Noise Engineering),Virt Vereor,Noise Engineering,VST3I,VST3I,False,False,VST3,True,C:\Program Files\Common Files\VST3\Noise Engineering\Virt Vereor.vst3,c:\program files\common files\vst3\noise engineering\virt vereor.vst3,False,True,Instrument/Synth_Modular,True,False,True
1286,VST3: VISION 4X (Excite Audio),VISION 4X,Excite Audio,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\VISION 4X.vst3\Contents\x86_64-win\VISION 4X.vst3,c:\program files\common files\vst3\vision 4x.vst3,True,False,Analysis/Metering,True,False,True
1287,VST: VISION 4X (x86) (Excite Audio),VISION 4X,Excite Audio,VST,VST,False,True,VST3,False,C:\Program Files (x86)\Steinberg\VSTPlugins\VISION 4X.dll,c:\program files (x86)\steinberg\vstplugins\vision 4x.dll,False,True,Analysis/Metering,True,False,True
1288,VST3i: Vital (Vital Audio),Vital,Vital Audio,VST3I,VST3I,False,True,VST3,True,C:\Program Files\Common Files\VST3\Vital.vst3,c:\program files\common files\vst3\vital.vst3,False,True,Instrument/Synth/Wavetable,True,False,True
1289,VSTi: Vital (Vital Audio),Vital,Vital Audio,VSTI,VSTI,False,True,VST3,False,C:\Program Files\Steinberg\VSTPlugins\Vital.dll,c:\program files\steinberg\vstplugins\vital.dll,False,True,Instrument/Synth/Wavetable,True,False,True
1290,"VSTi: VK-1 Viking Synthesizer (Blamsoft, Inc.)",VK-1 Viking Synthesizer,"Blamsoft, Inc.",VSTI,VSTI,False,False,VST,True,C:\Program Files\Common Files\VST2\VK-1 Viking Synthesizer.dll,c:\program files\common files\vst2\vk-1 viking synthesizer.dll,False,True,Instrument/Synth/Subtractive_VA,True,False,True
1291,VST: VoiceOfTheStarship (airwindows),VoiceOfTheStarship,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\VoiceOfTheStarship64.dll,c:\program files\common files\vst2\airwindows\voiceofthestarship64.dll,False,True,Generator/Noise,True,False,True
1292,VST: VoiceTrick (airwindows),VoiceTrick,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\VoiceTrick64.dll,c:\program files\common files\vst2\airwindows\voicetrick64.dll,False,True,Saturation/General,True,False,True
1293,VST3i: Voltage Modular (Cherry Audio) (4->8ch),Voltage Modular (Cherry Audio) (4->8ch),Cherry Audio,VST3I,VST3I,False,True,VST3,True,C:\Program Files\Common Files\VST3\Voltage Modular\Voltage Modular.vst3,c:\program files\common files\vst3\voltage modular\voltage modular.vst3,False,True,Instrument/Synth/Modular,True,False,True
1294,VSTi: Voltage Modular (Cherry Audio) (4->8ch),Voltage Modular (Cherry Audio) (4->8ch),Cherry Audio,VSTI,VSTI,False,True,VST3,False,C:\Program Files\Steinberg\VSTPlugins\Voltage Modular\Voltage Modular.dll,c:\program files\steinberg\vstplugins\voltage modular\voltage modular.dll,False,True,Instrument/Synth/Modular,True,False,True
1295,VST3: Voltage Modular FX (Cherry Audio) (4->8ch),Voltage Modular FX (Cherry Audio) (4->8ch),Cherry Audio,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\Voltage Modular\Voltage Modular FX.vst3,c:\program files\common files\vst3\voltage modular\voltage modular fx.vst3,False,True,ChannelStrip,True,False,True
1296,VST: Voltage Modular FX (Cherry Audio) (4->8ch),Voltage Modular FX (Cherry Audio) (4->8ch),Cherry Audio,VST,VST,False,True,VST3,False,C:\Program Files\Steinberg\VSTPlugins\Voltage Modular\Voltage Modular FX.dll,c:\program files\steinberg\vstplugins\voltage modular\voltage modular fx.dll,False,True,ChannelStrip,True,False,True
1297,VST3: VPRE-72 (Fuse Audio Labs),VPRE-72,Fuse Audio Labs,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Fuse Audio Labs\VPRE-72.vst3,c:\program files\common files\vst3\fuse audio labs\vpre-72.vst3,False,True,Utility/Routing,True,False,True
1298,VST3: Warmy EP1A V2 (Kiive Audio),Warmy EP1A V2,Kiive Audio,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Warmy EP1A V2.vst3,c:\program files\common files\vst3\warmy ep1a v2.vst3,False,True,Utility/Routing,True,False,True
1299,VST3: Warp (BABY Audio),Warp,BABY Audio,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\Warp.vst3,c:\program files\common files\vst3\warp.vst3,False,True,Time/Time Stretch,True,True,False
1300,VST: Warp (x86) (BABY Audio),Warp,BABY Audio,VST,VST,False,True,VST3,False,C:\Program Files (x86)\Steinberg\VSTPlugins\Warp.dll,c:\program files (x86)\steinberg\vstplugins\warp.dll,False,True,Time/Time Stretch,True,True,False
1301,VST3: Wave (Outobugi),Wave,Outobugi,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Wave 1.2.0\Wave.vst3,c:\program files\common files\vst3\wave 1.2.0\wave.vst3,False,True,Utility/Routing,True,False,True
1302,VST: Weight (airwindows),Weight,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Weight64.dll,c:\program files\common files\vst2\airwindows\weight64.dll,False,True,Saturation/General,True,False,True
1303,VST: Wider (airwindows),Wider,airwindows,VST,VST,False,True,VST3,False,C:\Program Files\Common Files\VST2\Airwindows\Wider64.dll,c:\program files\common files\vst2\airwindows\wider64.dll,False,True,Spatial/StereoImaging,True,False,True
1304,VST3: Wider (Polyverse Music),Wider,Polyverse Music,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\Wider.vst3,c:\program files\common files\vst3\wider.vst3,False,True,Utility/Routing,True,False,True
1305,VST: Wolfbot (airwindows),Wolfbot,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Wolfbot64.dll,c:\program files\common files\vst2\airwindows\wolfbot64.dll,False,True,Saturation/General,True,False,True
1306,VST: XBandpass (airwindows),XBandpass,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\XBandpass64.dll,c:\program files\common files\vst2\airwindows\xbandpass64.dll,False,True,Filter/Multimode,True,False,True
1307,VST: XHighpass (airwindows),XHighpass,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\XHighpass64.dll,c:\program files\common files\vst2\airwindows\xhighpass64.dll,False,True,Filter/Highpass,True,True,False
1308,VST: XLowpass (airwindows),XLowpass,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\XLowpass64.dll,c:\program files\common files\vst2\airwindows\xlowpass64.dll,False,True,Filter/Lowpass,True,False,True
1309,VST: XNotch (airwindows),XNotch,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\XNotch64.dll,c:\program files\common files\vst2\airwindows\xnotch64.dll,False,True,Filter/Multimode,True,False,True
1310,VST: XRegion (airwindows),XRegion,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\XRegion64.dll,c:\program files\common files\vst2\airwindows\xregion64.dll,False,True,Filter/Multimode,True,False,True
1311,VSTi: Xsub             (SimplySounds    ) (32 out),Xsub,SimplySounds,VSTI,VSTI,False,False,VST,True,C:\Program Files\Common Files\VST2\Xsub.dll,c:\program files\common files\vst2\xsub.dll,False,True,Instrument/Synth/Subtractive_VA,True,False,True
1312,VST: YBandpass (airwindows),YBandpass,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\YBandpass64.dll,c:\program files\common files\vst2\airwindows\ybandpass64.dll,False,True,Filter/Multimode,True,False,True
1313,VST: YHighpass (airwindows),YHighpass,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\YHighpass64.dll,c:\program files\common files\vst2\airwindows\yhighpass64.dll,False,True,Filter/Highpass,True,False,True
1314,VST: YLowpass (airwindows),YLowpass,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\YLowpass64.dll,c:\program files\common files\vst2\airwindows\ylowpass64.dll,False,True,Filter/Lowpass,True,False,True
1315,VST: YNotBandpass (airwindows),YNotBandpass,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\YNotBandpass64.dll,c:\program files\common files\vst2\airwindows\ynotbandpass64.dll,False,True,Filter/Multimode,True,False,True
1316,VST: YNotch (airwindows),YNotch,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\YNotch64.dll,c:\program files\common files\vst2\airwindows\ynotch64.dll,False,True,Filter/Multimode,True,False,True
1317,VST: YNotHighpass (airwindows),YNotHighpass,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\YNotHighpass64.dll,c:\program files\common files\vst2\airwindows\ynothighpass64.dll,False,True,Filter/Highpass,True,False,True
1318,VST: YNotLowpass (airwindows),YNotLowpass,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\YNotLowpass64.dll,c:\program files\common files\vst2\airwindows\ynotlowpass64.dll,False,True,Filter/Lowpass,True,False,True
1319,VST: YNotNotch (airwindows),YNotNotch,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\YNotNotch64.dll,c:\program files\common files\vst2\airwindows\ynotnotch64.dll,False,True,Filter/Multimode,True,False,True
1320,VST3: Youlean Loudness Meter 2 (Youlean) (24ch),Youlean Loudness Meter 2 (Youlean) (24ch),Youlean,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\Youlean Loudness Meter 2.vst3,c:\program files\common files\vst3\youlean loudness meter 2.vst3,False,True,Analysis/Metering,True,False,True
1321,VST: Youlean Loudness Meter 2 (Youlean) (24ch),Youlean Loudness Meter 2 (Youlean) (24ch),Youlean,VST,VST,False,True,VST3,False,C:\Program Files\Steinberg\VSTPlugins\Youlean Loudness Meter 2.dll,c:\program files\steinberg\vstplugins\youlean loudness meter 2.dll,False,True,Analysis/Metering,True,False,True
1322,VST: ZBandpass (airwindows),ZBandpass,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\ZBandpass64.dll,c:\program files\common files\vst2\airwindows\zbandpass64.dll,False,True,Filter/Multimode,True,False,True
1323,VST: ZBandpass2 (airwindows),ZBandpass2,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\ZBandpass264.dll,c:\program files\common files\vst2\airwindows\zbandpass264.dll,False,True,Filter/Multimode,True,False,True
1324,VSTi: ZebraHZ (u-he),ZebraHZ,u-he,VSTI,VSTI,False,True,VST3,False,C:\Program Files\Common Files\VST3\ZebraHZ(x64).dll,c:\program files\common files\vst3\zebrahz(x64).dll,False,True,Instrument/Synth_Modular,True,True,False
1325,VST3i: ZebraHZ (u-he),ZebraHZ,u-he,VST3I,VST3I,False,True,VST3,True,C:\Program Files\Common Files\VST3\ZebraHZ(x64).vst3,c:\program files\common files\vst3\zebrahz(x64).vst3,False,True,Instrument/Synth_Modular,True,True,False
1326,VSTi: ZebraHZ (x86) (u-he),ZebraHZ,u-he,VSTI,VSTI,False,True,VST3,False,C:\Program Files (x86)\Steinberg\VSTPlugins\ZebraHZ.dll,c:\program files (x86)\steinberg\vstplugins\zebrahz.dll,False,True,Instrument/Synth_Modular,True,True,False
1327,VST: ZHighpass (airwindows),ZHighpass,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\ZHighpass64.dll,c:\program files\common files\vst2\airwindows\zhighpass64.dll,False,True,Filter/Highpass,True,False,True
1328,VST: ZHighpass2 (airwindows),ZHighpass2,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\ZHighpass264.dll,c:\program files\common files\vst2\airwindows\zhighpass264.dll,False,True,Filter/Highpass,True,False,True
1329,VST3: ZL Equalizer (ZL),ZL Equalizer,ZL,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\ZL Equalizer.vst3\Contents\x86_64-win\ZL Equalizer.vst3,c:\program files\common files\vst3\zl equalizer.vst3,True,False,EQ/Parametric,True,False,True
1330,VST: ZLowpass (airwindows),ZLowpass,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\ZLowpass64.dll,c:\program files\common files\vst2\airwindows\zlowpass64.dll,False,True,Filter/Lowpass,True,False,True
1331,VST: ZLowpass2 (airwindows),ZLowpass2,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\ZLowpass264.dll,c:\program files\common files\vst2\airwindows\zlowpass264.dll,False,True,Filter/Lowpass,True,False,True
1332,VST: ZNotch (airwindows),ZNotch,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\ZNotch64.dll,c:\program files\common files\vst2\airwindows\znotch64.dll,False,True,Filter/Multimode,True,False,True
1333,VST: ZNotch2 (airwindows),ZNotch2,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\ZNotch264.dll,c:\program files\common files\vst2\airwindows\znotch264.dll,False,True,Filter/Multimode,True,False,True
1334,VST: Zoom (airwindows),Zoom,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Zoom64.dll,c:\program files\common files\vst2\airwindows\zoom64.dll,False,True,Filter/Multimode,True,False,True
1335,VST: ZOutputStage (airwindows),ZOutputStage,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\ZOutputStage64.dll,c:\program files\common files\vst2\airwindows\zoutputstage64.dll,False,True,Filter/Multimode,True,False,True
1336,VST: ZRegion (airwindows),ZRegion,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\ZRegion64.dll,c:\program files\common files\vst2\airwindows\zregion64.dll,False,True,Filter/Multimode,True,False,True
1337,VST: ZRegion2 (airwindows),ZRegion2,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\ZRegion264.dll,c:\program files\common files\vst2\airwindows\zregion264.dll,False,True,Filter/Multimode,True,False,True
1338,VST3i: Zyklop (Dawesome),Zyklop,Dawesome,VST3I,VST3I,False,False,VST3,True,C:\Program Files\Common Files\VST3\Zyklop.vst3,c:\program files\common files\vst3\zyklop.vst3,False,True,Instrument/Synth_Resynthesis,True,True,False
1339,CLAP: Couture (Auburn Sounds),Couture,Auburn Sounds,CLAP,CLAP,False,True,VST3,False,com.auburnsounds.Couture,com.auburnsounds.couture,False,True,Dynamics/TransientShaper,True,False,True
1340,CLAP: Inner Pitch 2 (Auburn Sounds),Inner Pitch 2,Auburn Sounds,CLAP,CLAP,False,True,VST3,False,com.auburnsounds.Inner-Pitch--,com.auburnsounds.inner-pitch--,False,True,Pitch/PitchShift,True,True,False
1341,CLAP: Panagement 2 (Auburn Sounds),Panagement 2,Auburn Sounds,CLAP,CLAP,False,True,VST3,False,com.auburnsounds.Panagement--,com.auburnsounds.panagement--,False,True,Spatial/Stereo_Tools,True,False,True
1342,CLAPi: TyrellN6 (u-he),TyrellN6,u-he,CLAPI,CLAPI,False,True,VST3,False,com.u-he.TyrellN6,com.u-he.tyrelln6,False,True,Instrument/Drums/DrumSynth,True,False,True
1343,CLAPi: ZebraHZ (u-he),ZebraHZ,u-he,CLAPI,CLAPI,False,True,VST3,False,com.u-he.ZebraHZ,com.u-he.zebrahz,False,True,Instrument/Drums/DrumSynth,True,False,True
1344,CLAP: ogler (Francesco Bertolaccini),ogler,Francesco Bertolaccini,CLAP,CLAP,False,False,CLAP,True,dev.bertolaccini.ogler,dev.bertolaccini.ogler,False,True,Video/Visual,True,False,True
1345,CLAPi: Surge XT (Surge Synth Team),Surge XT,Surge Synth Team,CLAPI,CLAPI,False,False,CLAP,True,org.surge-synth-team.surge-xt,org.surge-synth-team.surge-xt,False,True,Instrument/Synth/Subtractive_VA,True,False,True
1346,CLAP: Surge XT Effects (Surge Synth Team),Surge XT Effects,Surge Synth Team,CLAP,CLAP,False,True,VST3,False,org.surge-synth-team.surge-xt-fx,org.surge-synth-team.surge-xt-fx,False,True,Suite/MultiFXRack,True,True,False
1347,JS: Gain Reduction Scope (Cockos),Gain Reduction Scope,Cockos,JS,JS,False,False,JS,True,analysis/gain_reduction_scope,analysis/gain_reduction_scope,False,True,Analysis/Metering,True,False,True
1348,JS: Frequency Spectrum Analyzer Meter (Cockos),Frequency Spectrum Analyzer Meter,Cockos,JS,JS,False,False,JS,True,analysis/gfxanalyzer,analysis/gfxanalyzer,False,True,Analysis/Metering,True,True,False
1349,JS: Oscilloscope Meter (Cockos),Oscilloscope Meter,Cockos,JS,JS,False,False,JS,True,analysis/gfxscope,analysis/gfxscope,False,True,Analysis/Metering,True,False,True
1350,JS: Spectrograph Spectrogram Meter (Cockos),Spectrograph Spectrogram Meter,Cockos,JS,JS,False,False,JS,True,analysis/gfxspectrograph,analysis/gfxspectrograph,False,True,Analysis/Metering,True,False,True
1351,JS: Loudness Meter Peak/RMS/LUFS (Cockos),Loudness Meter Peak/RMS/LUFS,Cockos,JS,JS,False,False,JS,True,analysis/loudness_meter,analysis/loudness_meter,False,True,Analysis/Metering,True,False,True
1352,JS: Spectropaint Synthesis,Spectropaint Synthesis,,JS,JS,False,False,JS,True,analysis/spectropaint,analysis/spectropaint,False,True,Instrument/Synth/Experimental,True,True,False
1353,JS: WigWare Multi-channel Peak VU Meter,WigWare Multi-channel Peak VU Meter,,JS,JS,False,False,JS,True,analysis/WigMCVUMeter,analysis/wigmcvumeter,False,True,Analysis/Metering,True,False,True
1354,JS: Zoom Analyzer Demo,Zoom Analyzer Demo,,JS,JS,False,False,JS,True,analysis/zoomanalyzer,analysis/zoomanalyzer,False,True,Analysis/Metering,True,False,True
1355,JS: Delay,Delay,Cockos JS/JSFX,JS,JS,False,False,JS,True,delay/delay,delay/delay,False,True,Delay/Echo,True,True,False
1356,JS: Delay w/Stereo Bounce,Delay w/Stereo Bounce,Cockos JS/JSFX,JS,JS,False,False,JS,True,delay/delay_chfun,delay/delay_chfun,False,True,Delay/Echo,True,False,True
1357,JS: Delay w/Chorus,Delay w/Chorus,,JS,JS,False,False,JS,True,delay/delay_chorus,delay/delay_chorus,False,True,Delay/Echo,True,True,False
1358,JS: Delay (Lo-Fi),Delay,Lo-Fi,JS,JS,False,False,JS,True,delay/delay_lowres,delay/delay_lowres,False,True,Delay/Echo,True,True,False
1359,JS: Delay w/Sustain,Delay w/Sustain,Cockos JS/JSFX,JS,JS,False,False,JS,True,delay/delay_sustain,delay/delay_sustain,False,True,Delay/Echo,True,False,True
1360,JS: Delay w/Tone Control,Delay w/Tone Control,Cockos JS/JSFX,JS,JS,False,False,JS,True,delay/delay_tone,delay/delay_tone,False,True,Delay/Echo,True,False,True
1361,JS: Delay w/LFO-Modulated Length,Delay w/LFO-Modulated Length,Cockos JS/JSFX,JS,JS,False,False,JS,True,delay/delay_varlen,delay/delay_varlen,False,True,Delay/Echo,True,False,True
1362,JS: Time Adjustment Delay,Time Adjustment Delay,Cockos JS/JSFX,JS,JS,False,False,JS,True,delay/time_adjustment,delay/time_adjustment,False,True,Delay/Echo,True,False,True
1363,JS: General Dynamics (Cockos),General Dynamics,Cockos,JS,JS,False,False,JS,True,dynamics/general_dynamics,dynamics/general_dynamics,False,True,Dynamics/Compressor,True,False,True
1364,JS: FFT Peak-Following Filter,FFT Peak-Following Filter,,JS,JS,False,False,JS,True,filters/autopeakfilter,filters/autopeakfilter,False,True,Filter/EnvelopeFollower,True,False,True
1365,JS: DC Filter,DC Filter,,JS,JS,False,False,JS,True,filters/dc_remove,filters/dc_remove,False,True,Filter/Highpass,True,False,True
1366,JS: MDCT Filter,MDCT Filter,,JS,JS,False,False,JS,True,filters/mdct-filter,filters/mdct-filter,False,True,Filter/Spectral,True,False,True
1367,JS: MDCT Sweeping Filter,MDCT Sweeping Filter,,JS,JS,False,False,JS,True,filters/mdct-volsweep,filters/mdct-volsweep,False,True,Filter/Spectral,True,False,True
1368,JS: Resonant Lowpass Filter,Resonant Lowpass Filter,,JS,JS,False,False,JS,True,filters/resonantlowpass,filters/resonantlowpass,False,True,Filter/Lowpass,True,False,True
1369,JS: Spectropaint Filter,Spectropaint Filter,,JS,JS,False,False,JS,True,filters/spectro_filter_paint,filters/spectro_filter_paint,False,True,Filter/Spectral,True,False,True
1370,JS: Sweeping Resonant Lowpass Filter,Sweeping Resonant Lowpass Filter,,JS,JS,False,False,JS,True,filters/sweepinglowpass,filters/sweepinglowpass,False,True,Filter/Lowpass,True,False,True
1371,JS: Convolution Amp/Cab Modeler,Convolution Amp/Cab Modeler,,JS,JS,False,False,JS,True,guitar/amp-model,guitar/amp-model,False,True,Amp/CabSim,True,True,False
1372,JS: Convolution Dual Amp Modeler,Convolution Dual Amp Modeler,,JS,JS,False,False,JS,True,guitar/amp-model-dual,guitar/amp-model-dual,False,True,Amp/CabSim,True,True,False
1373,JS: Chorus,Chorus,,JS,JS,False,True,VST,False,guitar/chorus,guitar/chorus,False,True,Modulation/Chorus,True,False,True
1374,JS: Distortion (Fuzz),Distortion,Fuzz,JS,JS,False,True,VST,False,guitar/distort-fuzz,guitar/distort-fuzz,False,True,Distortion/Overdrive_Distortion,True,False,True
1375,JS: Distortion,Distortion,,JS,JS,False,True,VST,False,guitar/distortion,guitar/distortion,False,True,Distortion/Overdrive_Distortion,True,False,True
1376,JS: Flanger,Flanger,,JS,JS,False,False,JS,True,guitar/flanger,guitar/flanger,False,True,Modulation/Flanger,True,False,True
1377,JS: 4-Tap Phaser,4-Tap Phaser,,JS,JS,False,False,JS,True,guitar/phaser,guitar/phaser,False,True,Modulation/Phaser,True,True,False
1378,JS: Tremolo,Tremolo,,JS,JS,False,True,VST,False,guitar/tremolo,guitar/tremolo,False,True,Modulation/Tremolo,True,False,True
1379,JS: Wah-Wah,Wah-Wah,Cockos JS/JSFX,JS,JS,False,False,JS,True,guitar/wah,guitar/wah,False,True,Filter/Multimode,True,False,True
1380,JS: DF95 Dynamic Meter v1 (PeakNorm out),DF95 Dynamic Meter v1,PeakNorm out,JS,JS,False,False,JS,True,IFLS Workbench/DF95_Dynamic_Meter_v1.jsfx,ifls workbench/df95_dynamic_meter_v1.jsfx,False,True,Analysis/Metering,True,False,True
1381,JS: MIDI CC LFO Generator,MIDI CC LFO Generator,,JS,JS,False,False,JS,True,IX/MIDI_CCRider,ix/midi_ccrider,False,True,MIDI/Sequencing,True,False,True
1382,JS: MIDI Duplicate Note Filter,MIDI Duplicate Note Filter,,JS,JS,False,False,JS,True,IX/MIDI_DuplicateFilter,ix/midi_duplicatefilter,False,True,MIDI/Utility,True,True,False
1383,JS: MIDI Map To Key v2,MIDI Map To Key v2,,JS,JS,False,False,JS,True,IX/MIDI_KeyMap,ix/midi_keymap,False,True,MIDI/Sequencing,True,False,True
1384,JS: MIDI Snap To Key,MIDI Snap To Key,,JS,JS,False,False,JS,True,IX/MIDI_KeySnap,ix/midi_keysnap,False,True,MIDI/Sequencing,True,False,True
1385,JS: MIDI Router/Transpose,MIDI Router/Transpose,,JS,JS,False,False,JS,True,IX/MIDI_Router,ix/midi_router,False,True,MIDI/Sequencing,True,False,True
1386,JS: MIDI Tool,MIDI Tool,,JS,JS,False,False,JS,True,IX/MIDI_Tool,ix/midi_tool,False,True,MIDI/Sequencing,True,False,True
1387,JS: MIDI Tool v2,MIDI Tool v2,,JS,JS,False,False,JS,True,IX/MIDI_Tool II,ix/midi_tool ii,False,True,MIDI/Sequencing,True,False,True
1388,JS: MIDI Pattern/Scale Variation Generator,MIDI Pattern/Scale Variation Generator,,JS,JS,False,False,JS,True,IX/MIDI_Variant,ix/midi_variant,False,True,MIDI/Sequencing,True,False,True
1389,JS: MIDI Velocity Variation Generator,MIDI Velocity Variation Generator,,JS,JS,False,False,JS,True,IX/MIDI_Velocifier II,ix/midi_velocifier ii,False,True,MIDI/Sequencing,True,False,True
1390,JS: MIDI Pitch Wheel LFO,MIDI Pitch Wheel LFO,,JS,JS,False,False,JS,True,IX/MIDI_Wobulator,ix/midi_wobulator,False,True,MIDI/Modulation,True,True,False
1391,JS: 8x Mono to 1x Stereo Mixer,8x Mono to 1x Stereo Mixer,Cockos JS/JSFX,JS,JS,False,False,JS,True,IX/Mixer_8xM-1xS,ix/mixer_8xm-1xs,False,True,Spatial/Stereo_Tools,True,False,True
1392,JS: 8x Stereo to 1x Stereo Mixer,8x Stereo to 1x Stereo Mixer,Cockos JS/JSFX,JS,JS,False,False,JS,True,IX/Mixer_8xS-1xS,ix/mixer_8xs-1xs,False,True,Spatial/Stereo_Tools,True,False,True
1393,JS: Channel Router w/Polarity,Channel Router w/Polarity,,JS,JS,False,False,JS,True,IX/PhaseAdjustingRouter,ix/phaseadjustingrouter,False,True,Saturation/Console_Channel,True,False,True
1394,JS: Channel Polarity Control,Channel Polarity Control,,JS,JS,False,False,JS,True,IX/StereoPhaseInvert,ix/stereophaseinvert,False,True,Saturation/Console_Channel,True,False,True
1395,JS: 8-Channel Input Switcher,8-Channel Input Switcher,,JS,JS,False,False,JS,True,IX/Switcher2,ix/switcher2,False,True,Saturation/Console_Channel,True,False,True
1396,"JS: SwixMitch (4x Stereo In, 2 Bus X-Fader)",SwixMitch,Cockos JS/JSFX,JS,JS,False,False,JS,True,IX/SwixMitch,ix/swixmitch,False,True,Utility/Routing,True,False,True
1397,JS: 3-Band Peak Filter,3-Band Peak Filter,,JS,JS,False,False,JS,True,Liteon/3bandpeakfilter,liteon/3bandpeakfilter,False,True,EQ/Parametric,True,False,True
1398,JS: Apple 2-Pole Lowpass Filter,Apple 2-Pole Lowpass Filter,,JS,JS,False,False,JS,True,Liteon/applefilter12db,liteon/applefilter12db,False,True,Filter/Lowpass,True,False,True
1399,JS: Apple 12-Pole Filter,Apple 12-Pole Filter,,JS,JS,False,False,JS,True,Liteon/applefilter72db,liteon/applefilter72db,False,True,Filter/Lowpass,True,False,True
1400,JS: Bass Manager/Booster,Bass Manager/Booster,Cockos JS/JSFX,JS,JS,False,False,JS,True,Liteon/bassmanager,liteon/bassmanager,False,True,Utility/BassMono,True,True,False
1401,JS: Butterworth 4-Pole Filter,Butterworth 4-Pole Filter,,JS,JS,False,False,JS,True,Liteon/butterworth24db,liteon/butterworth24db,False,True,Filter/Lowpass,True,False,True
1402,JS: Chebyshev 4-Pole Filter,Chebyshev 4-Pole Filter,,JS,JS,False,False,JS,True,Liteon/cheby24db,liteon/cheby24db,False,True,Filter/Lowpass,True,False,True
1403,JS: De-esser,De-esser,,JS,JS,False,False,JS,True,Liteon/deesser,liteon/deesser,False,True,Dynamics/DeEsser,True,True,False
1404,JS: Lorenz Attractor,Lorenz Attractor,,JS,JS,False,False,JS,True,Liteon/lorenzattractor,liteon/lorenzattractor,False,True,Utility/Routing,True,False,True
1405,JS: Moog 4-Pole Filter,Moog 4-Pole Filter,,JS,JS,False,False,JS,True,Liteon/moog24db,liteon/moog24db,False,True,Filter/Lowpass,True,False,True
1406,JS: Non-Linear Processor,Non-Linear Processor,Cockos JS/JSFX,JS,JS,False,False,JS,True,Liteon/nonlinear,liteon/nonlinear,False,True,Distortion/Nonlinear,True,False,True
1407,JS: NP1136 Peak Limiter,NP1136 Peak Limiter,,JS,JS,False,False,JS,True,Liteon/np1136peaklimiter,liteon/np1136peaklimiter,False,True,Dynamics/Limiter,True,False,True
1408,JS: Pink Noise Generator,Pink Noise Generator,Cockos JS/JSFX,JS,JS,False,False,JS,True,Liteon/pinknoisegen,liteon/pinknoisegen,False,True,Analysis/Generator_Noise,True,False,True
